,firstactivity2houraftersignup,lastofferpage,sessioncount24,sessioncount2hr,firstsessionlength,secondsessionlength,createtreebeforesignup,searchvolumebeforesignup,contentviewimagebeforesignup,contentviewimagedbbeforesignup,contentviewtextbeforesignup,contentviewtextdbbeforesignup,contentviewhoverbeforesignup,contentviewhoverdbbeforesignup,contentviewhovernosubbeforesignup,contentviewhovernosubdbbeforesignup,grosstreecountatsignup,nettreecountatsignup,netnodescountatsignup,totalpendinghintscountatsignup,createtreein2hours,netnodesgrowthin2hours,personahintsgeneratedcount,personahintacteduponcount,personahintacceptedcount,acceptpersonahintsnodescount,objecthintsgeneratedcount,objecthintacteduponcount,objecthintacceptedcount,acceptobjecthintsnodescount,recordhintsgeneratedcount,recordhintacteduponcount,recordhintacceptedcount,acceptrecordhintsnodescount,acceptrecordhintsrecordcount,acceptrecordhintsdbidcount,searchcountin2hours,searchdbcountin2hours,contentviewcountin2hours,contentviewdbcountin2hours,contentimageviewcountin2hours,contentimageviewdbcountin2hours,familytreeviewin2hours,pedigreetreeviewin2hours,totaltreeviewin2hours,personoverviewin2hours,personoverviewtreesin2hours,personoverviewnodesin2hours,dbcitationcountin2hours,hintsdbcitationcountin2hours,searchdbcitationcountin2hours,dbcitationnodescountin2hours,dbcitationdatabasecountin2hours,createnodesfromhintsin2hours,createnodesfromsearchin2hours,createnodesfromotherin2hours,age,y
netnodescountatsignup,-0.0003551946194181649,-0.00019258857984472388,-7.704501125965775e-05,-1.4808894586544924e-05,-0.00040961548326823007,-0.000459732284159641,0.0,0.0,-9.819099563295314e-05,-3.4286603229931124e-06,0.00010095794588286882,-3.78117936415372e-05,-0.00010687207176989258,-4.479143485782635e-05,-0.00014807494531824796,-6.402450236060796e-05,0.0006787936881530553,0.0006787936881530553,0.9789615015119306,0.24558116681877853,0.0,-2.9471888733813426e-05,0.0234852540128192,-0.00037627723289359303,-0.0003240448756326715,-0.0003783198390434594,0.0010584185255700508,0.006012411202137253,0.007388673834670742,0.007462353556505274,-0.00042092276731213853,-0.0004015415887573714,-0.0003749265485239245,-0.00038022833468853983,-0.0003730298428133352,-0.0003107421451768405,-0.0004048007687721094,-0.00025878979885998396,-0.0003745993778419156,-0.00022035682304516712,-0.0002264374817568274,-0.00022850366777567107,-0.00045338561505112054,-0.00023461527506535122,-0.00026323755164519896,-0.0003576137666007108,-0.0002030934114726156,-0.0002942082358006732,-8.710256224795548e-05,-0.0004333243046506249,-0.0003107539351113327,-0.0001574995241987704,-0.0002754953991571246,-0.00037474527828119383,-0.00024438323578781157,-3.078499268730076e-05,-2.9544838953451452e-05,0.0
totalpendinghintscountatsignup,-0.0027091618860238496,-0.001354532309532166,0.007655462612832909,0.00017435225305336137,0.0033828915516911015,0.0024986442545553325,0.0,0.0,0.003048640277147255,0.00030896161944567196,0.06091513655214382,0.022582248193043972,0.008443290351992417,0.0070703527266078444,0.060699630795892946,0.04459613017182394,0.0009215479479925833,0.0009215479479925833,0.24558116681877853,0.7225182685415598,0.0,0.007152097500502442,0.008749974794716562,0.0015528370426139612,0.0004844584786388157,0.0008575715878644685,0.010251394213667444,0.004822384585372781,0.005544168304643501,0.004120057205489181,0.006054423405563434,0.0030143008648357613,0.0032383707803734646,0.003259793091336264,0.0016909428614525774,0.00228783408533736,0.0003457270564014798,0.007821725742710024,0.00252639554972495,0.008231997041084054,-0.0010970654395710698,0.008145322600832205,0.012407309002664627,0.004806475542524402,0.007654452362821526,0.006160468216930163,0.005556963085421855,0.008005639878255902,0.0003434761614090118,0.002461188615184762,0.0029075400605725614,0.00048540535775229703,0.0013781296177841976,0.0019606604558402127,0.00011023343121685832,-0.0003217394521932017,-0.0003087783842138536,0.0
createtreein2hours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
netnodesgrowthin2hours,-0.0004831603577270626,-0.00026197234430056453,0.00353871297521461,-2.014408556553602e-05,-0.00046315234765540554,-0.0006096872327812921,0.0,0.0,-0.00013356620281384864,-4.663901584138846e-06,-0.00012667523172984723,-6.272687269613601e-05,-0.00014537480469709645,-6.0928416439600946e-05,-0.0003080159684503625,-0.00017236589471594012,-1.468632839260741e-05,-1.468632839260741e-05,-2.9471888733813426e-05,0.007152097500502442,0.0,0.9734733729765248,0.007503281331582273,-0.00019838824511778184,-1.958111619372513e-06,-0.00021683924696625813,-0.00026392529782361124,-0.0002637585193753426,-0.00026772779731928974,-0.00016750352923460327,0.001715617720592015,6.712893948522214e-06,-0.000511267561544016,-0.0005228592777574223,-0.0004459975017295808,-0.00046095082301359647,-0.0003312229807461605,-0.0003532902993748818,-0.0004625385341911721,-0.000385019960562954,-0.0003080159684503625,-0.0003534642009085697,-0.00013087883462171868,-0.000549267257266437,-0.0002364933133796778,0.00047959807814656585,0.001416369042174534,0.0004774579594135317,0.2273209428127064,-0.00019762509248338612,0.0001132695849708906,0.20426496080580572,0.055527819079678735,0.0001641632934202591,0.002096811601790311,0.25190935127501196,-4.018893918247348e-05,0.0
personahintsgeneratedcount,-0.00552405369391416,-0.0005189177552842559,0.004304942291264843,-0.00023031072085943324,0.03422137664550077,0.01842768872677322,0.0,0.0,-0.0006337519628110188,-5.3323171824597645e-05,0.0006220622427671692,0.001040248762783805,-0.00018887892608313036,-0.000132394578074201,0.0016816740079567706,0.0008346905181325004,-0.00012089374260579865,-0.00012089374260579865,0.0234852540128192,0.008749974794716562,0.0,0.007503281331582273,0.6502308524929126,0.4989125077416095,0.40523528877261716,0.42155258978803806,0.27181927081111074,0.09086272310640155,0.09553476637717459,0.10099058680774001,0.4062832442225771,0.12374128909348699,0.12866023913727453,0.13108702177614281,0.0910757195715959,0.09673752759692657,-0.002800568756854078,0.0079074127759486,-0.001939058348376446,0.008136007815716549,-0.00312978572937202,0.007948252372140594,0.028870248131319887,0.09207609674093395,0.06367447639934413,0.030946611074237105,0.019378518450806067,0.04184638462943571,0.1383500944912408,0.3824248871710998,0.10348354069953991,0.2639831615939517,0.11765293278272831,0.5108944560491213,0.11584322647245685,0.029424369894110895,-0.00045948690614812935,0.0
personahintacteduponcount,-0.006168666151376783,-0.0015423481765223864,0.004828008875370324,-0.00025718612214612596,0.041674721709563635,0.023110082331907617,0.0,0.0,-0.0001537051302830514,-5.9545555373733506e-05,-0.0006598069811563148,0.0001154440910128301,-0.0008843521784279899,-0.0002763727667818585,0.0011453518531333614,0.0009965397912860263,-0.00018750515309175583,-0.00018750515309175583,-0.00037627723289359303,0.0015528370426139612,0.0,-0.00019838824511778184,0.4989125077416095,0.6200833784068683,0.5066909022819718,0.5055759112295092,0.2568341127740082,0.1026726931132949,0.10271605108861766,0.09995214018556713,0.37028755096578075,0.17150910764996705,0.17315668983423702,0.16795120753886966,0.11578123573379545,0.12414495041421555,-0.0030807044777263824,0.009499562618238514,-0.0025405243124657626,0.009628411127892126,-0.0035877453477568175,0.00813492043988377,0.034896322885033,0.10298792132854406,0.0728614618182276,0.014095138093294487,0.008336964055939781,0.017599947638149923,0.08800865113559825,0.3888791821703262,0.06966135846333893,0.1993616867080349,0.09957711342259999,0.4810948442257397,0.06487155266006087,-0.00053464307165352,0.0009757828747508275,0.0
personahintacceptedcount,-0.005312372052038698,-0.0007646104106710202,0.0026295734420222817,-0.0002214852180250268,0.03890081048583172,0.022792194995184457,0.0,0.0,-0.0006222516185898794,-5.127982880382383e-05,-0.0012353770910159335,0.0004859081493334436,-0.00014085999665949762,0.00038014703326531244,0.0014404814231894372,0.001552780057930598,-0.00014580440043496384,-0.00014580440043496384,-0.0003240448756326715,0.0004844584786388157,0.0,-1.958111619372513e-06,0.40523528877261716,0.5066909022819718,0.6647770570228931,0.49637918781598495,0.2290364170890953,0.11878130860394165,0.12467754645849394,0.11283402622802881,0.3434992728737225,0.20062216014834833,0.2160665137819684,0.19804082620577454,0.1326231075324635,0.1391504677031884,-0.0019167510554561715,0.007117966131409862,-0.0014180346160444467,0.007097909242234827,-0.0030575281683849842,0.007178433757909934,0.035566175627243,0.07216682344061864,0.05570302315549865,0.01269118851898379,0.004657689516782426,0.012839512281044425,0.0912591021775952,0.38688336290172787,0.060114523120280414,0.17803495993719567,0.10920958593729907,0.436171859243895,0.048832175279053903,-0.00046042739904709866,-0.0004418793758627417,0.0
acceptpersonahintsnodescount,-0.006202152512803371,-0.0011530194861517212,0.004089467237968181,-0.00025858224688829256,0.03919119362476241,0.021530834853548404,0.0,0.0,-0.0006174649051881666,-5.9868796077584655e-05,-0.00017684213984284236,0.0007358245487501712,0.000672823068829934,0.000894842518261403,0.0016411969522502955,0.0013137162932091411,-0.00017285051014808269,-0.00017285051014808269,-0.0003783198390434594,0.0008575715878644685,0.0,-0.00021683924696625813,0.42155258978803806,0.5055759112295092,0.49637918781598495,0.5403645559060021,0.23826329645317587,0.10525604902963313,0.11028298922397871,0.10146076423698441,0.366110326087329,0.19159179614916821,0.20228344665771672,0.19360112299833357,0.13075589729047463,0.1351902073397577,-0.002413604685218959,0.008624416904903062,-0.0017922147143411868,0.008896463748222736,-0.003295642843380244,0.008549253125064942,0.03790971838114962,0.09294753501112044,0.07019036570068397,0.02167678466317537,0.014743545190296425,0.027007060221979778,0.08680932889236176,0.3836820751496707,0.08133203702610657,0.18152719748190976,0.10769641195366506,0.4395743879139693,0.06596126118051214,-0.000537545360526397,0.00037744222579509044,0.0
objecthintsgeneratedcount,-0.005258554685460181,-0.00021823758232114614,0.0016234838038017493,-0.00018789643154254292,0.02802346335101641,0.011499283618281363,0.0,0.0,-0.0004976666439951067,-5.076033481549182e-05,0.002493155794427998,0.0018285495730646006,0.004733810000679364,0.006107398774320678,0.0013494100742448398,0.0004749037192316692,-0.00011282353244946398,-0.00011282353244946398,0.0010584185255700508,0.010251394213667444,0.0,-0.00026392529782361124,0.27181927081111074,0.2568341127740082,0.2290364170890953,0.23826329645317587,0.6682129991041743,0.25179191198321105,0.2502598235059286,0.12954390406077135,0.33198106616496514,0.09709247585583916,0.09930757537908992,0.09027396104234567,0.07035718958932036,0.07421316061350475,-0.0016986925327650663,0.006788160399038513,0.0006134587836989573,0.007375882738246928,-0.0018477814124491958,0.006920027131920772,0.023473004762134743,0.06369172482787486,0.047097382703760536,0.033686216781719,0.020125880924193578,0.03470021943096933,0.04108893120024551,0.2021231396553691,0.03479969086261222,0.09601324785027583,0.059733328502211004,0.24477328980477753,0.04142476208038697,0.0002651723290192347,-0.0004374028851122195,0.0
objecthintacteduponcount,-0.0031788124525706485,0.00025116539560144047,0.003923743988841118,-0.00013253212730988828,0.021347469932450666,0.010382697485930712,0.0,0.0,0.00144077125907899,0.00015738530920842965,0.007783120093479716,0.012342245021080115,0.0258748814100231,0.028561932747658246,0.015181911902552692,0.006482807482040385,4.442815750144478e-05,4.442815750144478e-05,0.006012411202137253,0.004822384585372781,0.0,-0.0002637585193753426,0.09086272310640155,0.1026726931132949,0.11878130860394165,0.10525604902963313,0.25179191198321105,0.6615878763054363,0.5906436661236345,0.3252152336912321,0.13004482104233064,0.15078218544494956,0.136539771420022,0.10028724819535072,0.0876115057186629,0.09114751707951424,7.594928422327186e-05,0.003720251930208629,0.000549979074561078,0.004566519427136436,-0.0013055657641241405,0.00460173375083634,0.028039722653168415,0.022861233412809403,0.02780518474954818,0.019400084451595544,0.0019594907960896434,0.013368614820360027,0.027854146873730844,0.13548190112640573,0.01327151439366705,0.0380068146322407,0.06749890247131411,0.10546043712328677,0.012545050316028759,-0.0002755101365752354,-0.00020172135784669528,0.0
objecthintacceptedcount,-0.0032266501117515665,0.0005386776854844127,0.004118007230630239,-0.00013452659122726714,0.021856513126354695,0.011762651350453136,0.0,0.0,0.00012672877768230023,0.00010990601491120866,0.005562461370494572,0.006189308116050695,0.010140963055424335,0.010971347054361695,0.005011303056861179,0.00217147455503636,7.431908015681724e-05,7.431908015681724e-05,0.007388673834670742,0.005544168304643501,0.0,-0.00026772779731928974,0.09553476637717459,0.10271605108861766,0.12467754645849394,0.11028298922397871,0.2502598235059286,0.5906436661236345,0.6415998246278676,0.3500239007271281,0.13577128629650645,0.1376373406336687,0.13154610414016438,0.09680164912062302,0.08465551983478889,0.08780599665356173,-0.0009189197750965301,0.0031462005112851297,-4.900977516781953e-05,0.003666410738137552,-0.0012890448728006358,0.004488374758862248,0.027383105340538165,0.020639389310161002,0.02632453673892709,0.01856618484156817,0.002496348410437641,0.01542910679209233,0.026761012886063903,0.132821904740934,0.01589910688107192,0.03900431554881112,0.06482248516333897,0.10736902978970145,0.014643597740048512,-0.0002796562635364882,-0.00023704547531148236,0.0
acceptobjecthintsnodescount,-0.002018749217433889,0.0002846031235483176,0.002668648232395721,-8.416637731342753e-05,0.014707965133003842,0.007464532975019954,0.0,0.0,-0.000213273528654845,0.0002626183344609983,0.0019375138669586293,0.0018481157062166197,0.003028614090926611,0.001814198766557567,0.0004997080220268196,0.00037689325697053003,0.00011103490113833506,0.00011103490113833506,0.007462353556505274,0.004120057205489181,0.0,-0.00016750352923460327,0.10099058680774001,0.09995214018556713,0.11283402622802881,0.10146076423698441,0.12954390406077135,0.3252152336912321,0.3500239007271281,0.36399937835408824,0.1260752269807642,0.10166782668077701,0.09693423135515482,0.07117559354107718,0.06116467714739872,0.06343569559305028,-0.0006394000783011739,0.0024151580090876193,0.0003158749422804784,0.003077382418061047,-0.00034660737150985963,0.004008527127102374,0.03535064972985396,0.015046127963937428,0.028702435853175806,0.013268828990464034,0.0013376469127340976,0.010458387637218926,0.025662367104024225,0.1159273206364217,0.010138391621587965,0.04215722870842116,0.04750405021215985,0.11082189460257304,0.0077011016948555925,-0.00017496655776485942,-0.00016791814193073157,0.0
recordhintsgeneratedcount,-0.006900582336844519,-0.0006853967883366675,0.0029229522068070506,-0.0002877014200820353,0.03924774232616359,0.020830592081456253,0.0,0.0,-0.0005911257002969883,2.7424370111242364e-05,0.0005018758962306088,0.0013991373160509143,0.0006820924135730625,0.0011829079525707404,0.0008354784787540408,-0.00011088433384998389,-0.000162735237605529,-0.000162735237605529,-0.00042092276731213853,0.006054423405563434,0.0,0.001715617720592015,0.4062832442225771,0.37028755096578075,0.3434992728737225,0.366110326087329,0.33198106616496514,0.13004482104233064,0.13577128629650645,0.1260752269807642,0.4865408419215106,0.19114808343849246,0.1953258150385029,0.1832467493562663,0.13063520839798048,0.13462831404515022,-0.002237881115410571,0.01034262988482403,-0.000554064778108102,0.01031463615912651,-0.0029572682848731974,0.012426606914807068,0.04324019805319475,0.09728885121526692,0.07641668119297146,0.029594004699628085,0.017854838161802045,0.0329012952614105,0.08348788254923853,0.3485542431460624,0.07909368996266022,0.1693220684164186,0.11646574950516402,0.39459402697032275,0.07410060210895753,0.006689637074627198,-0.00027620795332268104,0.0
recordhintacteduponcount,-0.007096716739486193,-0.001716419927384418,0.007176786605812667,-0.0002488612002801463,0.04596447807396193,0.028460004342792975,0.0,0.0,7.55896912214239e-05,0.00016658366872098528,0.004624771282823877,0.004166328522748745,0.0035224927272204964,0.003681448308328387,0.003124008415849753,0.0019662788508705044,-0.00015302450719006,-0.00015302450719006,-0.0004015415887573714,0.0030143008648357613,0.0,6.712893948522214e-06,0.12374128909348699,0.17150910764996705,0.20062216014834833,0.19159179614916821,0.09709247585583916,0.15078218544494956,0.1376373406336687,0.10166782668077701,0.19114808343849246,0.4110294132677056,0.3911872335370711,0.31942596836851694,0.2529779425490554,0.24215492416922682,0.005374846178014284,0.015800196699435214,0.006479784100715374,0.015972841131353457,-0.003144994499236588,0.02286206386631977,0.07966351076009158,0.06770786137519431,0.07823086276587438,0.021927766823544925,0.0015216472621759774,0.010593584044099224,0.06626271752416257,0.3245711178847597,0.08790618849932624,0.07389923715100553,0.1893685630448622,0.200032334042705,0.03837339243340597,-0.00031730029623521855,-0.0005902999136356361,0.0
recordhintacceptedcount,-0.0069173255175578,-0.001807223055319458,0.007114381008831274,-0.00022570945330225596,0.04576386939118249,0.028582484814081786,0.0,0.0,-3.1543969719893326e-05,0.00012129779348561222,0.004880900240844311,0.004138566174515526,0.003200328346138498,0.0033279300702201155,0.00339509585325061,0.0018735510161304477,-0.00013189915520211848,-0.00013189915520211848,-0.0003749265485239245,0.0032383707803734646,0.0,-0.000511267561544016,0.12866023913727453,0.17315668983423702,0.2160665137819684,0.20228344665771672,0.09930757537908992,0.136539771420022,0.13154610414016438,0.09693423135515482,0.1953258150385029,0.3911872335370711,0.41390605706808486,0.33224228665531763,0.25961581567069264,0.2489103068310264,0.005156133313959111,0.015656867202747997,0.006684648212973774,0.015927723999555422,-0.002873907061835764,0.023055990603728718,0.07232267237398932,0.065358963043547,0.07205633922767038,0.022053605215549894,0.0014048045901846181,0.010538431467440042,0.07036588810473543,0.3376100795050248,0.09247534150307933,0.07687819621347468,0.19448396066142806,0.20664732732273006,0.04120816207084139,-0.00030175232013052373,-0.0005753782778005624,0.0
acceptrecordhintsnodescount,-0.006490374409368323,-0.001560055184379999,0.006962721186558113,-0.00025492638470279007,0.04059846034626558,0.02487217032490385,0.0,0.0,0.0002902261854276991,0.00012541911245971492,0.005148826502060798,0.004817249332032765,0.004770661405907524,0.005027383545006844,0.0037142958026800347,0.002057209457472203,-8.757637024015034e-05,-8.757637024015034e-05,-0.00038022833468853983,0.003259793091336264,0.0,-0.0005228592777574223,0.13108702177614281,0.16795120753886966,0.19804082620577454,0.19360112299833357,0.09027396104234567,0.10028724819535072,0.09680164912062302,0.07117559354107718,0.1832467493562663,0.31942596836851694,0.33224228665531763,0.3175158353962855,0.2104232004794924,0.19553978982263515,0.005799437088693652,0.014018372847355255,0.006006503708088423,0.014199181072034781,-0.0028838297654483723,0.01850985671019122,0.06979583961419372,0.06511792520166974,0.07172733373710231,0.01892897119630136,0.0015235469153701802,0.00987336273677165,0.06279105857322438,0.3017237096438775,0.09585815371833585,0.07821160685537358,0.15473433654406593,0.20429239991333423,0.04698729320799394,-0.0005625257754679457,-0.0005398647845130738,0.0
acceptrecordhintsrecordcount,-0.006886231039090211,-0.0017903634490030967,0.007224764761712857,-0.00022441305175595935,0.040455403000566215,0.02390530604434513,0.0,0.0,-0.000884936025808719,0.00012159794556775984,0.004396610014395621,0.003313977419625638,0.004244069631390419,0.0030340735674649444,0.0026939833278664185,0.0015398487104111578,-8.393647359093215e-05,-8.393647359093215e-05,-0.0003730298428133352,0.0016909428614525774,0.0,-0.0004459975017295808,0.0910757195715959,0.11578123573379545,0.1326231075324635,0.13075589729047463,0.07035718958932036,0.0876115057186629,0.08465551983478889,0.06116467714739872,0.13063520839798048,0.2529779425490554,0.25961581567069264,0.2104232004794924,0.2255962291576579,0.19819541926549802,0.007589464033316581,0.018112876843585764,0.008989954981220809,0.0182720335904508,-0.0025719791208061228,0.02477136908690017,0.06957265639997899,0.059300732471638876,0.06607348883002277,0.02340277408738495,0.002723401916271391,0.010658222114300439,0.03938896633705034,0.213239650769349,0.08116251029498917,0.049543458833545884,0.1557697561005589,0.13446121972489172,0.03561879828046023,-4.829722100225737e-05,-0.0005727918609224795,0.0
acceptrecordhintsdbidcount,-0.006122024433675409,-0.0015170587670478165,0.006043642492969644,-0.0001925514906758184,0.03683868732753855,0.023154778710418697,0.0,0.0,-0.0006893491182497969,8.195723833893103e-05,0.004271532810036011,0.0034470968330472026,0.004019503801733356,0.003130443018219702,0.002585611723803951,0.0016244068574226254,-0.00013906989160655038,-0.00013906989160655038,-0.0003107421451768405,0.00228783408533736,0.0,-0.00046095082301359647,0.09673752759692657,0.12414495041421555,0.1391504677031884,0.1351902073397577,0.07421316061350475,0.09114751707951424,0.08780599665356173,0.06343569559305028,0.13462831404515022,0.24215492416922682,0.2489103068310264,0.19553978982263515,0.19819541926549802,0.209389736578383,0.0051848449975421445,0.01757971537369936,0.007366672588799852,0.017972007758851747,-0.001912397867770506,0.02448412207054306,0.057586958893299206,0.054115915720814624,0.05730473316091576,0.019833275628235853,0.0028782553370487567,0.010256830110336878,0.039560696312174966,0.20892166463493883,0.07085654759766688,0.04985097643164051,0.16038177435862247,0.13495403972331868,0.03261827837529797,-0.00040522053956457555,-0.0005092256922650523,0.0
searchcountin2hours,-0.006636279269870051,-0.0023287559654471147,0.0017767706370341511,-0.0002610094996507962,0.022171729797293094,0.010045202260037505,0.0,0.0,0.0002342193297655029,0.00040611583771467917,0.012151951302858505,0.008487553204787352,0.013895177856911752,0.007453895506629048,0.021440921865667026,0.011659422859686993,-0.0001076838578840499,-0.0001076838578840499,-0.0004048007687721094,0.0003457270564014798,0.0,-0.0003312229807461605,-0.002800568756854078,-0.0030807044777263824,-0.0019167510554561715,-0.002413604685218959,-0.0016986925327650663,7.594928422327186e-05,-0.0009189197750965301,-0.0006394000783011739,-0.002237881115410571,0.005374846178014284,0.005156133313959111,0.005799437088693652,0.007589464033316581,0.0051848449975421445,0.21697691606626907,0.10446417464108475,0.15246893354596147,0.095564278056937,0.012977767930300537,0.036724278540147766,0.03558458708368621,0.019064430174847696,0.02886935185067516,0.02667457842010354,0.018147014107645507,0.014501279230243542,0.00036302755714295187,-0.0017173049093418564,0.04358722789735712,-0.0004820589813470747,0.012013385185327647,-0.0032558247958868634,0.012517098346349101,-2.663370762971051e-05,-0.0004266209900238794,0.0
searchdbcountin2hours,-0.005013386682158101,-0.0019503344382186944,0.0026143749883503786,-0.0001933473112536867,0.017570527084755885,0.009105263487987058,0.0,0.0,0.0004634412010503294,0.0003120739165265985,0.009415203426371513,0.005355580688191629,0.00990114178741209,0.0057778477536589755,0.017287920144490418,0.0107181513337923,-4.268128220829309e-05,-4.268128220829309e-05,-0.00025878979885998396,0.007821725742710024,0.0,-0.0003532902993748818,0.0079074127759486,0.009499562618238514,0.007117966131409862,0.008624416904903062,0.006788160399038513,0.003720251930208629,0.0031462005112851297,0.0024151580090876193,0.01034262988482403,0.015800196699435214,0.015656867202747997,0.014018372847355255,0.018112876843585764,0.01757971537369936,0.10446417464108475,0.1231011735135357,0.08089584285490313,0.11041424459963323,0.004734241807029984,0.03982357918329088,0.02754734944413432,0.016914083182412037,0.022237736482389255,0.019587855615084117,0.010251331088393231,0.013165524847618272,0.0021401818582951868,0.008443612855825322,0.03958195503779678,0.003544459094535157,0.02036718502209117,0.00690387664103908,0.013947141256292234,-0.00013673646707266837,-0.0003073024317902683,0.0
